split,method,metric,mean,ci95,seeds,episodes_per_seed
hard_regime_aggregate,nominal_shortest_plan,goal_success,0.68516,0.01145,10,512
hard_regime_aggregate,nominal_shortest_plan,deviation_rate,0.31504,0.01139,10,512
hard_regime_aggregate,nominal_shortest_plan,recovery_success,0.06893,0.01677,10,512
hard_regime_aggregate,nominal_shortest_plan,irreversible_failure,0.11934,0.00738,10,512
hard_regime_aggregate,nominal_shortest_plan,damage,0.18750,0.00998,10,512
hard_regime_aggregate,nominal_shortest_plan,budget_overrun,0.19394,0.00845,10,512
hard_regime_aggregate,nominal_shortest_plan,total_cost,1.35811,0.01537,10,512
hard_regime_aggregate,nominal_shortest_plan,recovery_attempts,0.19570,0.00869,10,512
hard_regime_aggregate,nominal_shortest_plan,calibration_error,0.61921,0.01004,10,512
hard_regime_aggregate,nominal_shortest_plan,predicted_unsafe,0.85165,0.00442,10,512
hard_regime_aggregate,nominal_shortest_plan,risk_upper,0.88769,0.00428,10,512
hard_regime_aggregate,nominal_shortest_plan,plan_diversity,0.14286,0.00000,10,512
hard_regime_aggregate,nominal_shortest_plan,safety_utility,0.07479,0.03370,10,512
hard_regime_aggregate,risk_averse_plan,goal_success,0.74727,0.00924,10,512
hard_regime_aggregate,risk_averse_plan,deviation_rate,0.12129,0.00629,10,512
hard_regime_aggregate,risk_averse_plan,recovery_success,0.79568,0.03559,10,512
hard_regime_aggregate,risk_averse_plan,irreversible_failure,0.00215,0.00106,10,512
hard_regime_aggregate,risk_averse_plan,damage,0.01465,0.00319,10,512
hard_regime_aggregate,risk_averse_plan,budget_overrun,0.24883,0.00924,10,512
hard_regime_aggregate,risk_averse_plan,total_cost,1.98114,0.00716,10,512
hard_regime_aggregate,risk_averse_plan,recovery_attempts,0.11914,0.00585,10,512
hard_regime_aggregate,risk_averse_plan,calibration_error,0.27479,0.00840,10,512
hard_regime_aggregate,risk_averse_plan,predicted_unsafe,0.05160,0.00150,10,512
hard_regime_aggregate,risk_averse_plan,risk_upper,0.12081,0.00333,10,512
hard_regime_aggregate,risk_averse_plan,plan_diversity,0.92857,0.04667,10,512
hard_regime_aggregate,risk_averse_plan,safety_utility,0.48035,0.01372,10,512
hard_regime_aggregate,robust_margin_planner,goal_success,0.18457,0.01173,10,512
hard_regime_aggregate,robust_margin_planner,deviation_rate,0.13848,0.00890,10,512
hard_regime_aggregate,robust_margin_planner,recovery_success,0.58979,0.02658,10,512
hard_regime_aggregate,robust_margin_planner,irreversible_failure,0.00391,0.00151,10,512
hard_regime_aggregate,robust_margin_planner,damage,0.03223,0.00416,10,512
hard_regime_aggregate,robust_margin_planner,budget_overrun,0.81289,0.01154,10,512
hard_regime_aggregate,robust_margin_planner,total_cost,2.39582,0.01003,10,512
hard_regime_aggregate,robust_margin_planner,recovery_attempts,0.13457,0.00872,10,512
hard_regime_aggregate,robust_margin_planner,calibration_error,0.70484,0.00636,10,512
hard_regime_aggregate,robust_margin_planner,predicted_unsafe,0.21322,0.00351,10,512
hard_regime_aggregate,robust_margin_planner,risk_upper,0.28242,0.00444,10,512
hard_regime_aggregate,robust_margin_planner,plan_diversity,0.31428,0.03733,10,512
hard_regime_aggregate,robust_margin_planner,safety_utility,-0.33712,0.01886,10,512
hard_regime_aggregate,expected_cost_replanner,goal_success,0.86230,0.00704,10,512
hard_regime_aggregate,expected_cost_replanner,deviation_rate,0.15683,0.00856,10,512
hard_regime_aggregate,expected_cost_replanner,recovery_success,0.52651,0.02545,10,512
hard_regime_aggregate,expected_cost_replanner,irreversible_failure,0.01777,0.00432,10,512
hard_regime_aggregate,expected_cost_replanner,damage,0.04277,0.00340,10,512
hard_regime_aggregate,expected_cost_replanner,budget_overrun,0.11563,0.00484,10,512
hard_regime_aggregate,expected_cost_replanner,total_cost,1.71864,0.00823,10,512
hard_regime_aggregate,expected_cost_replanner,recovery_attempts,0.13906,0.00643,10,512
hard_regime_aggregate,expected_cost_replanner,calibration_error,0.25540,0.00617,10,512
hard_regime_aggregate,expected_cost_replanner,predicted_unsafe,0.20348,0.00503,10,512
hard_regime_aggregate,expected_cost_replanner,risk_upper,0.27214,0.00561,10,512
hard_regime_aggregate,expected_cost_replanner,plan_diversity,0.85714,0.00000,10,512
hard_regime_aggregate,expected_cost_replanner,safety_utility,0.60191,0.01662,10,512
hard_regime_aggregate,contingent_replanner,goal_success,0.78692,0.01126,10,512
hard_regime_aggregate,contingent_replanner,deviation_rate,0.10606,0.01007,10,512
hard_regime_aggregate,contingent_replanner,recovery_success,0.91814,0.02473,10,512
hard_regime_aggregate,contingent_replanner,irreversible_failure,0.00000,0.00000,10,512
hard_regime_aggregate,contingent_replanner,damage,0.00801,0.00264,10,512
hard_regime_aggregate,contingent_replanner,budget_overrun,0.21074,0.01100,10,512
hard_regime_aggregate,contingent_replanner,total_cost,2.00007,0.00781,10,512
hard_regime_aggregate,contingent_replanner,recovery_attempts,0.10606,0.01007,10,512
hard_regime_aggregate,contingent_replanner,calibration_error,0.26892,0.00844,10,512
hard_regime_aggregate,contingent_replanner,predicted_unsafe,0.10407,0.00347,10,512
hard_regime_aggregate,contingent_replanner,risk_upper,0.17328,0.00481,10,512
hard_regime_aggregate,contingent_replanner,plan_diversity,0.58572,0.02800,10,512
hard_regime_aggregate,contingent_replanner,safety_utility,0.54354,0.01662,10,512
hard_regime_aggregate,receding_horizon_replanner,goal_success,0.89746,0.00605,10,512
hard_regime_aggregate,receding_horizon_replanner,deviation_rate,0.11133,0.01232,10,512
hard_regime_aggregate,receding_horizon_replanner,recovery_success,0.88599,0.02065,10,512
hard_regime_aggregate,receding_horizon_replanner,irreversible_failure,0.00000,0.00000,10,512
hard_regime_aggregate,receding_horizon_replanner,damage,0.00742,0.00204,10,512
hard_regime_aggregate,receding_horizon_replanner,budget_overrun,0.09687,0.00673,10,512
hard_regime_aggregate,receding_horizon_replanner,total_cost,1.81777,0.00627,10,512
hard_regime_aggregate,receding_horizon_replanner,recovery_attempts,0.11133,0.01232,10,512
hard_regime_aggregate,receding_horizon_replanner,calibration_error,0.17655,0.00642,10,512
hard_regime_aggregate,receding_horizon_replanner,predicted_unsafe,0.09416,0.00287,10,512
hard_regime_aggregate,receding_horizon_replanner,risk_upper,0.16337,0.00308,10,512
hard_regime_aggregate,receding_horizon_replanner,plan_diversity,0.55714,0.02800,10,512
hard_regime_aggregate,receding_horizon_replanner,safety_utility,0.70923,0.00964,10,512
hard_regime_aggregate,conformal_failure_filter,goal_success,0.89980,0.00504,10,512
hard_regime_aggregate,conformal_failure_filter,deviation_rate,0.10742,0.01010,10,512
hard_regime_aggregate,conformal_failure_filter,recovery_success,0.85851,0.03460,10,512
hard_regime_aggregate,conformal_failure_filter,irreversible_failure,0.00019,0.00038,10,512
hard_regime_aggregate,conformal_failure_filter,damage,0.00762,0.00238,10,512
hard_regime_aggregate,conformal_failure_filter,budget_overrun,0.09414,0.00407,10,512
hard_regime_aggregate,conformal_failure_filter,total_cost,1.80859,0.00469,10,512
hard_regime_aggregate,conformal_failure_filter,recovery_attempts,0.10723,0.01023,10,512
hard_regime_aggregate,conformal_failure_filter,calibration_error,0.16398,0.00469,10,512
hard_regime_aggregate,conformal_failure_filter,predicted_unsafe,0.08001,0.00242,10,512
hard_regime_aggregate,conformal_failure_filter,risk_upper,0.18988,0.00708,10,512
hard_regime_aggregate,conformal_failure_filter,plan_diversity,0.58572,0.02800,10,512
hard_regime_aggregate,conformal_failure_filter,safety_utility,0.71269,0.00856,10,512
hard_regime_aggregate,learned_failure_classifier,goal_success,0.90469,0.00643,10,512
hard_regime_aggregate,learned_failure_classifier,deviation_rate,0.10566,0.00684,10,512
hard_regime_aggregate,learned_failure_classifier,recovery_success,0.86563,0.02742,10,512
hard_regime_aggregate,learned_failure_classifier,irreversible_failure,0.00000,0.00000,10,512
hard_regime_aggregate,learned_failure_classifier,damage,0.00586,0.00140,10,512
hard_regime_aggregate,learned_failure_classifier,budget_overrun,0.08965,0.00611,10,512
hard_regime_aggregate,learned_failure_classifier,total_cost,1.81270,0.00320,10,512
hard_regime_aggregate,learned_failure_classifier,recovery_attempts,0.10566,0.00684,10,512
hard_regime_aggregate,learned_failure_classifier,calibration_error,0.18350,0.00527,10,512
hard_regime_aggregate,learned_failure_classifier,predicted_unsafe,0.11241,0.00344,10,512
hard_regime_aggregate,learned_failure_classifier,risk_upper,0.12955,0.00293,10,512
hard_regime_aggregate,learned_failure_classifier,plan_diversity,0.42857,0.00000,10,512
hard_regime_aggregate,learned_failure_classifier,safety_utility,0.72126,0.00883,10,512
hard_regime_aggregate,learned_expected_utility,goal_success,0.92305,0.00917,10,512
hard_regime_aggregate,learned_expected_utility,deviation_rate,0.11016,0.00947,10,512
hard_regime_aggregate,learned_expected_utility,recovery_success,0.86910,0.02456,10,512
hard_regime_aggregate,learned_expected_utility,irreversible_failure,0.00000,0.00000,10,512
hard_regime_aggregate,learned_expected_utility,damage,0.00508,0.00173,10,512
hard_regime_aggregate,learned_expected_utility,budget_overrun,0.07129,0.00801,10,512
hard_regime_aggregate,learned_expected_utility,total_cost,1.77852,0.00386,10,512
hard_regime_aggregate,learned_expected_utility,recovery_attempts,0.11016,0.00947,10,512
hard_regime_aggregate,learned_expected_utility,calibration_error,0.17635,0.00830,10,512
hard_regime_aggregate,learned_expected_utility,predicted_unsafe,0.12026,0.00243,10,512
hard_regime_aggregate,learned_expected_utility,risk_upper,0.13594,0.00245,10,512
hard_regime_aggregate,learned_expected_utility,plan_diversity,0.54286,0.03733,10,512
hard_regime_aggregate,learned_expected_utility,safety_utility,0.74972,0.01348,10,512
hard_regime_aggregate,branch_entropy_planner,goal_success,0.70996,0.01313,10,512
hard_regime_aggregate,branch_entropy_planner,deviation_rate,0.09316,0.00787,10,512
hard_regime_aggregate,branch_entropy_planner,recovery_success,0.94615,0.01530,10,512
hard_regime_aggregate,branch_entropy_planner,irreversible_failure,0.00000,0.00000,10,512
hard_regime_aggregate,branch_entropy_planner,damage,0.00527,0.00162,10,512
hard_regime_aggregate,branch_entropy_planner,budget_overrun,0.28965,0.01325,10,512
hard_regime_aggregate,branch_entropy_planner,total_cost,2.10791,0.00416,10,512
hard_regime_aggregate,branch_entropy_planner,recovery_attempts,0.09316,0.00787,10,512
hard_regime_aggregate,branch_entropy_planner,calibration_error,0.33721,0.00882,10,512
hard_regime_aggregate,branch_entropy_planner,predicted_unsafe,0.12446,0.00254,10,512
hard_regime_aggregate,branch_entropy_planner,risk_upper,0.19368,0.00395,10,512
hard_regime_aggregate,branch_entropy_planner,plan_diversity,0.55714,0.02800,10,512
hard_regime_aggregate,branch_entropy_planner,safety_utility,0.43362,0.01883,10,512
hard_regime_aggregate,cvar_recovery_planner,goal_success,0.88164,0.00858,10,512
hard_regime_aggregate,cvar_recovery_planner,deviation_rate,0.10918,0.00945,10,512
hard_regime_aggregate,cvar_recovery_planner,recovery_success,0.84385,0.02708,10,512
hard_regime_aggregate,cvar_recovery_planner,irreversible_failure,0.00039,0.00051,10,512
hard_regime_aggregate,cvar_recovery_planner,damage,0.00996,0.00372,10,512
hard_regime_aggregate,cvar_recovery_planner,budget_overrun,0.11328,0.00877,10,512
hard_regime_aggregate,cvar_recovery_planner,total_cost,1.86951,0.00675,10,512
hard_regime_aggregate,cvar_recovery_planner,recovery_attempts,0.10879,0.00939,10,512
hard_regime_aggregate,cvar_recovery_planner,calibration_error,0.15161,0.00788,10,512
hard_regime_aggregate,cvar_recovery_planner,predicted_unsafe,0.04427,0.00171,10,512
hard_regime_aggregate,cvar_recovery_planner,risk_upper,0.15414,0.00756,10,512
hard_regime_aggregate,cvar_recovery_planner,plan_diversity,0.80000,0.04572,10,512
hard_regime_aggregate,cvar_recovery_planner,safety_utility,0.67980,0.01428,10,512
hard_regime_aggregate,recoverability_score_planner_v5,goal_success,0.88711,0.00776,10,512
hard_regime_aggregate,recoverability_score_planner_v5,deviation_rate,0.10938,0.00972,10,512
hard_regime_aggregate,recoverability_score_planner_v5,recovery_success,0.87098,0.02760,10,512
hard_regime_aggregate,recoverability_score_planner_v5,irreversible_failure,0.00039,0.00051,10,512
hard_regime_aggregate,recoverability_score_planner_v5,damage,0.00723,0.00286,10,512
hard_regime_aggregate,recoverability_score_planner_v5,budget_overrun,0.10977,0.00867,10,512
hard_regime_aggregate,recoverability_score_planner_v5,total_cost,1.85805,0.00650,10,512
hard_regime_aggregate,recoverability_score_planner_v5,recovery_attempts,0.10898,0.00971,10,512
hard_regime_aggregate,recoverability_score_planner_v5,calibration_error,0.14832,0.00639,10,512
hard_regime_aggregate,recoverability_score_planner_v5,predicted_unsafe,0.04751,0.00164,10,512
hard_regime_aggregate,recoverability_score_planner_v5,risk_upper,0.11672,0.00312,10,512
hard_regime_aggregate,recoverability_score_planner_v5,plan_diversity,0.80000,0.04572,10,512
hard_regime_aggregate,recoverability_score_planner_v5,safety_utility,0.69069,0.01070,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,goal_success,0.92891,0.00695,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,deviation_rate,0.10938,0.01071,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,recovery_success,0.87308,0.03337,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,irreversible_failure,0.00000,0.00000,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,damage,0.00586,0.00291,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,budget_overrun,0.06523,0.00548,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,total_cost,1.75993,0.00563,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,recovery_attempts,0.10938,0.01071,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,calibration_error,0.18069,0.00566,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,predicted_unsafe,0.12960,0.00244,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,risk_upper,0.02132,0.00036,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,plan_diversity,0.28571,0.00000,10,512
hard_regime_aggregate,oracle_recoverability_upper_bound,safety_utility,0.75825,0.01107,10,512
